idReponsvel,idAluno,grauParentestco,telefone,nome
124803573471799699264138207626480845751,124799603427804271995134944660167066551,2º,84 8416-7742,Melissa Viana
125714686961824449778112428203193926583,125711518073008366749606774193363616695,1º,+55 (051) 6513-1976,Vitor Hugo da Conceição
126471317181486274429223296994671592375,126467355852588723729077055886404617143,2º,0800-308-5335,Diego Jesus
127245374269318411636248756689637213111,127242205063589678549587718421482832823,2º,+55 71 7476 8365,Fernanda Alves
127970310767901492613939758110710432695,127966362828563406822427847055055782839,1º,71 6448 0472,Sr. Raul Nogueira
128644544094689294924491121351419233207,128641384634024551091813589708024578999,2º,+55 (071) 7339 1726,Caroline Fogaça
129271239097861613378496869409061340087,129266485566567082548117071197666280375,3º,+55 (041) 7082-8549,Juan Moura
129730765371886359565793155310239876023,129726811807348735261535793111101604791,3º,0900-452-7868,Luiz Felipe Santos
130666449654267171336590101742172242871,130663277358640100189094624125226582967,1º,+55 (051) 0550 6724,Nathan Nunes
131379502403842087744168021475631301559,131375540678803724472438320671303664567,2º,+55 41 7403-1510,Emilly Nogueira
132107607870469414266410469627680523191,132105229599487061077406205950654940087,2º,31 4535-5511,Dra. Júlia da Conceição
132858689741910364983932761229022725047,132855520377725306867926488866342831031,2º,+55 (061) 6974 8670,Luiza Monteiro
133563027948205849916411126001934009271,133558274337683156572752434090459005879,1º,+55 (051) 0759 6693,Diego Moraes
134071672593091101938951287418350994359,134068503545818693878231606351360164791,2º,+55 61 0318 4618,Gabriel Nunes
134386219014846508267119879000584094647,134383039351000323296017321587789530039,1º,+55 61 3253 9667,Arthur Gomes
134911491828795766545249653006155383735,134907531133723515955294632945870177207,2º,+55 (061) 3704 7487,Bianca Cardoso
135325855197973531541776421437286122423,135321893710619655814173361853245424567,2º,+55 71 7432-5657,Sra. Mirella Duarte
135691890101071057926726443106128102327,135687931465931032707048880902242567095,1º,(084) 6863-1868,Elisa Ribeiro
137831843721319287854654613613380371383,137827090031568431994857523713421870007,2º,+55 11 0959 9955,Cecília Fogaça
138358710526670170612602548392909079479,138353960560642952922841734346585670583,2º,0900-895-8827,Lorena Caldeira
139311823578697195282609010444712805303,139307861932886994521327972449639465911,1º,+55 11 9207-0101,Yuri Jesus
139891774520583235376537333188320822199,139887811765578759415157563266563310519,3º,0800 329 7354,Sr. Fernando Santos
140637311212929812735965859834094683063,140633349408663286945500872906151035831,1º,(084) 8820 9017,Bruno Santos
141955669580186746627577674905810109367,141952508059589777421749107368776696759,3º,0500 990 3237,Benjamin da Paz
142820839054910287821591872221577741239,142816904901272479513705005507678569399,1º,0500 037 9650,Paulo Pereira
143841300481851537978080831409634935735,143836546475188032056881261920018236343,2º,+55 71 5760-2964,Arthur Porto
145371196775370957422674188895598674871,145366443719445401674638105988737270711,2º,+55 (051) 3833-9894,Enzo das Neves
146102473983028217487066234064487056311,146098509722688653752165396497133994935,1º,71 2154 6079,João Guilherme da Mota
147271086448671603434635664239590900663,147267916767573895260954766878808736695,3º,+55 31 3683-3652,Ana Sophia Ramos
148289167465470112515803020147588072375,148285997229775266744172560149725316023,2º,51 6687 5133,Leandro Caldeira
148706698297357035289551491251826852791,148702738949163547444770977959981089719,1º,11 5674 5237,Benjamin Cavalcanti
149035497944776920291427958661428020151,149031536615879369591175601486941127607,3º,(081) 8151-8764,João Gabriel Oliveira
149407078660794120149334606522286867383,149403923478450152086856151111483786167,1º,+55 51 4160 7892,Sabrina da Rocha
150017929457570510991705742670966293431,150014757637312414933763680412021031863,1º,+55 (041) 8010 4788,Maria Sophia Farias
150763463931528537953914529241993839543,150759501414208549537428982802013225911,3º,0300-674-5797,Theo Melo
151444824148447148396906919632725869495,151442446986659070410121175931992409015,1º,+55 21 7287 7505,Erick Cardoso
151994668547034093073202381036552717239,151992291781386827657730725479167820727,2º,(021) 9931-3424,Paulo Castro
152472414683907757086452641639566672823,152468462228564407982338765888409568183,2º,0900 059 3675,Júlia da Paz
153263112062712765230909290760726905783,153253603019419640711710259775835210679,3º,+55 61 2176-5968,Maria Alice Souza
153910407338876742584429990820939301815,153907236707041084239573664637909205943,3º,0500 226 8301,Larissa Araújo
154628211639042126968118888933613634487,154625834873394861552127067619267445687,1º,+55 81 7920 2405,Laura Silva
155108334779247543939345024548539204535,155105164781237185710280145550126089143,3º,(061) 8205-6158,Ana Júlia da Rosa
155738991349001900640074457556954907575,155735822222501330065904464529067344823,3º,(031) 3339 3578,Ana Sophia Mendes
156345097725722449787915420178195940279,156341917903419939788846574581781365687,2º,(051) 9047 2869,Marina Barbosa
157704642060980798854465083497783755703,157701472696795740736831041344786138039,3º,(071) 9453-3532,Luigi Rezende
158084144167142499891177826620553823159,158080187671162862558240379434722132919,2º,71 8425-5714,Theo Moreira
158707670598411385366189208391905444791,158704501630367139824938337237838594999,2º,+55 (041) 3367 2593,Renan Farias
159663161604508113166983751267441181623,159659993032604680192799792333135807415,3º,+55 (081) 3413 8998,Srta. Fernanda Moreira
160128233612224370313519513121818149815,160123481982405739821543448956505424823,3º,84 7606 6993,Ryan Cavalcanti
160919736028388685898499295894336439223,160914180153492373110472498411771003831,1º,11 1182-3226,Enzo Gabriel das Neves
161496503978845715423098832423827538871,161493332237815781876782279851763827639,2º,71 8282 3174,Carlos Eduardo da Cruz
162231742436172363676028216037727273911,162226985973435819814639971832288248759,3º,84 4980 7374,Bernardo Cardoso
162726122367309572455015244863363089335,162722159612305096496145387308934497207,3º,(011) 5213 5413,Dr. Yuri Melo
164057949442965768773471064830509319095,164053987242558430412155579045859558327,1º,+55 (011) 2669-8580,Olivia Martins
164946889267919489609795472709984191415,164944512106131411624321683875699098551,2º,+55 61 4509-0211,Vitor Hugo Farias
165228939624994370308521026791286244279,165225779609732488875842824355520447415,2º,(084) 1605 1755,Sra. Ana da Cunha
165728870518881815996545175303026377655,165725700917012270334828964976062104503,1º,(041) 3334 7453,Emanuella da Rosa
166149570952638284428284535417463899063,166144817500571916110189742763383456695,3º,0800-977-0660,Raquel Cavalcanti
166633656214022877243161038554877133751,166628109291908928567628137691168900023,1º,(041) 3550 4557,Dra. Cecília Barros
167129627125891534969060047668665123767,167125661835585858552283479840630506423,3º,(011) 0917-4986,Leonardo Ferreira
167837923729642557573352190159387624375,167833975948760796812825667887551480759,2º,+55 11 1958 5291,Bárbara Alves
168594552919338269540754082166867231671,168591385852769924339356541188942594999,3º,+55 31 9860-4785,Camila Araújo
169436747653039599335812977839730590647,169434370808164171407851965891939140535,3º,(031) 5522-7787,Alice Santos
170370848243679913477606814152051131319,170367682127849518447466048264643806135,3º,0500 757 3742,Elisa da Costa
170969812756146939296955746551008068535,170966642995821068608357208175736521655,1º,+55 81 2671-7066,Rafaela Nascimento
171520460607529941125180258758963758007,171516487156723525741213671727380562871,2º,+55 41 0632 4762,Ana Carolina Cardoso
172092475818974064960331442204145091511,172087722287679534128696547071597216695,3º,+55 84 1825 5430,Maria Vitória Castro
172880796907500782777714677821500294071,172878420062625354849444043399327122359,3º,+55 71 4046-3165,Sra. Maria Eduarda Sales
173538390022543876663873647180960236471,173533636095108533260641500078492877751,3º,(051) 5938 9995,Sr. Luiz Gustavo Lopes
174207878216222374659648736529412785079,174204704890629190830843574829950698423,3º,+55 (021) 2300-9056,Diogo Cardoso
174752969717340088614812116647892222903,174748996345761835742052486012821832631,3º,71 5670-7325,Beatriz da Cunha
175134840032507503524572024505524028343,175130876485221402423954162916572529591,1º,(071) 2706-9301,Isabel Azevedo
175618923471644358512664673784202265527,175612584901730567310231550333991257015,3º,+55 (071) 4307 1430,Eduarda Nogueira
176770900162320136837685108014946976695,176766938912650748649868626985291613111,1º,0500-104-6664,Sra. Maria Luiza Teixeira
177623396458624221338315489300999046071,177611509065120581117770612611448308663,1º,84 2758 7479,Eloah da Paz
178171654154800492843822250484094469047,178166900861190449550879277721504187319,1º,+55 71 8777 1998,Cauê da Costa
178861730024192809965801299473607164855,178856981325816192506218256712778122167,1º,31 1667-3229,Anthony Pinto
179564484776432284811120433286070141879,179561323335063478120326881828814455735,2º,0900-130-1520,Ana Júlia Cardoso
179963794557047852045534770786918990775,179960626064372581587024213179571110839,3º,0900-104-9246,Mariana da Conceição
180329036703151260699225714170058245047,180325075532710035024429169861909021623,1º,+55 31 2514 2776,Stephany Nogueira
180783026354723185061645116500032619447,180779052190863307047637662864054158263,1º,(084) 9372-1487,Clarice Lopes
181175985364287933896956340266758046647,181172816475471850865734734206646617015,1º,+55 (021) 6665-6943,Daniel Azevedo
181869231073234284219813303689322693559,181864477621167915904189861330761810871,1º,(021) 6641-0178,Bryan Teixeira
182291517100207150623851543064685577143,182289141206069672868601124462121976759,3º,(041) 1576 2892,Isadora das Neves
182571193306164128880109373911839540151,182568816698973188494028832870183994295,3º,+55 61 9293 2183,Dr. Nathan Almeida
182940397731903038405546170015396660151,182934058132023134517803884538587513783,3º,51 9343 0338,Thales da Rocha
183355552590424320906408940602441073591,183351590469245145063758090722252948407,3º,+55 (061) 7237-9159,Caio Araújo
184014729555664237454054700166362170295,184011560349935504367305560230497354679,2º,(081) 8187-4771,João Miguel da Mota
184616878881808011675157875596382700471,184612111960954015929650682569613902775,2º,(081) 3949 6310,Sophia Castro
185093818079846467901762380215619945399,185085894233628928786237070800821945271,3º,+55 (051) 3012-2000,Sr. Ian Moura
185916996945350099055282666023256589239,185913036408734173497931234387899450295,3º,21 6086 9799,Alana Monteiro
186560331051072850734572867953484891063,186557161686887792619337555552015483831,3º,+55 31 8830 1024,Arthur Barros
187370042000458844607613342518268396471,187366874775434174375363268945532683191,1º,84 3088 1968,Maria Luiza Ferreira
187926225444328555572400830894443856823,187922262134726942013050669187329164215,1º,(011) 2742-0912,Felipe das Neves
188452299175772670544914922250587866039,188449144548025840082252771522410447799,1º,0300-982-6593,Daniela Barros
189158229709678367163312657340360295351,189153470394727972789193574952361788343,3º,0300-998-0605,Sr. Luiz Fernando Freitas
189941003955319298818024176928648594359,189936243293490141703209699076607312823,3º,71 6768 6181,Leandro Cardoso
190757058941362297381079584246614721463,190753878881375299839236584693007909815,1º,(041) 2163 7308,Clarice Silva
191295811238740920018590069407965512631,191291836361827579376853503151316403127,1º,(021) 2610-0255,Sophia Nogueira
191814742075965398975825224887496344503,191812365151861808530778651654590038967,3º,+55 71 3286 1112,Sra. Gabriela Vieira
192303579759450247423614866816841810871,192300411979828439591842629912143070135,2º,(081) 8632-4462,Davi Lucca Jesus
192940574819890232813129797355897619383,192938197499645829797399639927474619319,1º,(051) 2188 0851,Vitor da Cruz
193667097070146036789183195378952176567,193664720542183258914618951733214446519,2º,0500 239 8117,Maria Cecília Lima
194207433772318619684927572281336791991,194204264249677236538798068988503131063,1º,+55 (041) 0986-9824,Rebeca Caldeira
194766783411246888195006528840125383607,194763614443202642649438394493270492087,3º,21 4475-6949,Dra. Júlia Cavalcanti
195337239412452731305807373721275728823,195333265882418153406364136371455787959,3º,+55 (031) 8885 8550,Caio da Mata
195946491384909584294759821402416874423,195944114856946806422464547543943742391,3º,+55 41 8965-9696,Sr. João Pedro Alves
196364026495117282841141564337840980919,196359270428521551550580175091064374199,3º,81 2273 9706,Vitor Gabriel Vieira
196701535773670523432745182339637969847,196697574286316647701774837609207694263,3º,+55 71 5641 7481,Diego Monteiro
197243460683588867274589507960229331895,197234742258129472597432460447932744631,2º,+55 41 6056-0922,Anthony Teixeira
197651482155270015468848013172948599735,197647527085397303395186154862608122807,3º,+55 71 8569 9178,Pedro Lucas Souza
198351069682484820085071282001695474615,198342352841588675693440803040435372983,3º,+55 84 4222-5176,Eduardo Lima
198982515127053331314005034901579236279,198978553322786805523920039192194974647,3º,61 9534 6197,Manuela Ramos
199469767296549944303894398727434273719,199465805809196068572177582358767338423,3º,71 4977 0953,João Fernandes
199938007242344334310003178383824126903,199934836135139700876927909707378852791,1º,11 2283 1155,Maria Clara Cunha
200409414571619719574407816030472897463,200405452608896868759957160039551337399,1º,+55 71 6013-3852,Sr. André Campos
200796058066665968852209079889642652599,200792085962738316209728270056705754039,1º,+55 51 1376 1779,Vitor da Luz
201191396060266533501983302791916159927,201189019215391105569094508426851255223,1º,51 1587 2842,Sr. Gabriel Alves
201978924154114646044685913719941890999,201974963775955045512193005050342409143,2º,71 7117 3045,Ryan das Neves
202296628372743383411974394160246686647,202293459087786487809222808649649619895,3º,(081) 8783-1148,Srta. Lorena Cavalcanti
203269556071302575533928034156071355319,203265588008011211116596139936851428279,3º,+55 (041) 2351-2150,Emanuelly das Neves
204087978394841500312508432805756404663,204083223278983719196434588432182018999,1º,(031) 4920 6489,Laura Azevedo
204484921313330116414514987515420869559,204481744422469619439138208843410178999,2º,(071) 2930 9195,Sra. Bruna Teixeira
204849360323550117967719649108159628215,204846983240990202495909248792141235127,2º,+55 (031) 2350 8744,Lucas Gabriel Carvalho
205656707817620148823985856866576237495,205651942164416753305911772627396199351,1º,+55 71 6508 7687,Lara da Conceição
206446598336818111701905071063970350007,206443431032565278956645475343866790839,3º,(031) 5493 4529,Samuel Aragão
207118454343361510995609384168668267447,207115285613001752992908853471273550775,3º,+55 71 9441-2434,Francisco Correia
207737236433802717298368804068054533047,207734057166097344898913038221080527799,1º,+55 (021) 8996-1446,Gabriel da Mata
208354425721264736829270984368427631543,208349674646043243941631150061760283575,3º,0500-011-0473,Eloah Gonçalves
208989823938089247222714256617432679351,208986655920782951850520996560842785719,1º,51 0500 9989,Sr. Arthur Alves
209527783795386402188883925530543653815,209523028441844133530033956874940056503,2º,(051) 1119 4961,Sra. Júlia Cavalcanti
209859749479408519707469987165071737783,209857372951445741831722141242265699255,3º,+55 84 5283-6920,Sra. Vitória Rezende
210263813187459430341529636140164055991,210260643823274372225750232608712950711,2º,+55 41 6778 6684,Daniel Rezende
210954691875822504508473062543858074551,210951514509593032447131955941884560311,3º,+55 (031) 5420-3521,Ana Julia Carvalho
211461742766990619582895428609759249335,211458584653204638494584007601691034551,3º,+55 51 4120 9339,Daniela da Rocha
211845209054263721835053147235887088567,211842037709374600863396575855331509175,3º,11 7691 0958,Calebe Nunes
212158950993256958325193707202743108535,212156572009221142509714301926292849591,1º,+55 84 1183-9220,Sabrina Costa
212725432672146598396466827811910583223,212723054718076895267700300270914503607,3º,0800-205-1992,Joaquim Aragão
213054228912755495281825947809822802871,213051059786254924708835053459376178103,3º,0500 227 8376,Maria Clara Correia
213802144589137888457790255319642014647,213796595607091714414257873586053448631,3º,71 4222 7026,João Lucas Nogueira
214379714962424862453999950488767038391,214376556690182556332299907345724736439,1º,81 1820-5022,Davi Luiz da Cruz
215073783376610760896873231193303417783,215069001798546700019170006156011897783,3º,0300 077 1775,Marina Novaes
215595877952820759461699700408723964855,215592699477397012202860409189896029111,1º,(084) 9517 0933,João Felipe Farias
216059352958465216580445735824853828535,216056186604950334007599495874571666359,3º,+55 71 4880 8075,Carolina Castro
216678126333808546313602225177910051767,216674956098113700539677744119855449015,1º,+55 31 4651-5951,Augusto Silveira
217429999773821177050227007887161689015,217426037811098326231600107666784125879,3º,41 4037-0951,Maria Clara Teixeira
218059862556615303331017256262189712311,218056695965415933215453157350057444279,1º,+55 (081) 5050-6911,Catarina Moreira
218591485666246404923713175678821335991,218588315192867071609134328713182446519,1º,0800-158-0157,Caroline da Rosa
219228493165507905053560585485480625079,219224518209366401895699694989183550391,1º,+55 (041) 5255-3995,Nathan Silveira
219737916781686997315159364205378012087,219734746704448476573065822761180726199,2º,31 1031-6652,Helena Nogueira
220340842068454436240449999640656610231,220337674526517115951770264891809858487,1º,0900 061 8545,Lavínia Rodrigues
220968344010461962475870009764931175351,220964380621632186402322501508729668535,2º,+55 (084) 4900 6112,Maria Nunes
221328026161804607600914782183038911415,221324857589901174627564270654773789623,2º,21 0804 5808,Valentina Campos
222015736912089548906305577273514001335,222010970387376365732991800217337856951,3º,0500 539 3374,Fernando das Neves
222560815815929423095620711088012919735,222558443962428233563454307670016918455,2º,(061) 4060-8456,Lorenzo Peixoto
223223954585435865429085431614291575735,223220794649402146512000691612097446839,1º,+55 61 2596-7405,Dr. Rafael Pereira
223669217017222356033746472446869111735,223666048445318923060643095948155945911,2º,71 3598 2583,Sr. Luiz Henrique Nogueira
224108934269914473278257010669053543351,224106557741951695405142644628352402359,3º,+55 (051) 9471-3592,Leonardo Monteiro
224426639439281160816827035997826188215,224423493130491394350111292916444169143,1º,0500 580 9913,Natália Cardoso
224738009445545045262052879177705849783,224734057940939646328066782385479615415,2º,81 8330 4662,Rafael da Rosa
225267249055135067723457206512999728055,225264079928634497150153311988450853815,3º,+55 (071) 7802 2355,Antônio da Mata
225787778954363572080535090440268153783,225785402188716306664341170092643713975,2º,(031) 7402-5024,Dr. Davi Luiz Silveira
226555500958321068707910155802092241847,226551537886403942691431538394111673271,1º,(051) 5820-5987,João Vitor Lopes
227147334064652023081038968002919531447,227144165175835940051045155791219983287,1º,+55 (041) 4481 3135,Lavínia Castro
227539515687486181954883363423727649719,227536343708771760866989488495445410743,1º,+55 11 9928-1321,Sr. Guilherme da Cunha
228311993441126759814364099973854004151,228307236344564915844297281245276275639,2º,41 4405-7375,Srta. Alexia Pereira
228875302665933003712055426151906280375,228871341337035453009801218943053202359,2º,0300-571-1052,Letícia da Luz
229514672432088029147951252893759439799,229510710707049665872236429369162335159,1º,+55 61 2396-5973,Enzo Gabriel Moraes
230289524336846509455885841007739405239,230285562928720796237952884447371330487,1º,(041) 6697-4093,Ana Sophia Mendes
230951871458553109258782438525998728119,230944739418591737699118372449018971063,2º,+55 61 7110 2932,Stella Viana
231646712822692496867719860056655922103,231644325123558804485106622729581495223,3º,61 7823 0290,Ana Nogueira
232123655110629291154421621060679238583,232120488915570733611472869109228897207,1º,(071) 6652-6289,Melissa Viana
232534848719481185470002029833394324407,232531679355296127352193473194836100023,3º,+55 (021) 1904-2570,Sabrina Moura
233083900361074012414923571161020498871,233081523516198584484316975907125593015,3º,0900 247 5474,Mirella Pinto
233685244570630316675911516986959725495,233682073146513033190074487555919971255,3º,(061) 9931 5059,Matheus da Cruz
234000568854485288056343627245241500599,233997401154091642740605642587643315127,2º,+55 71 5302-1685,Luiza Barros
234620135145279060547486993170093573047,234616965543409514889072202844968584119,1º,(031) 2291 4197,Renan Costela
235233381088636420115525864256390300599,235226234629149470959264560019772015543,2º,(021) 2939 0232,Bryan Moreira
235900461221543459560030528762227721143,235897291144304938812090470576773399479,3º,0500-962-5249,Cauê Cardoso
236292640309076417970480014813525443511,236289473321736235281419833738583606199,2º,(071) 9670-9717,Júlia Correia
237021548119305526447868275593694151607,237018371545357679531283859052303745975,3º,+55 41 9845-1865,Catarina Jesus
237931083384332992817233209767542129591,237921571488826017779716625262337852343,3º,+55 71 3186 4952,Ana Sophia Rezende
238696422442846547915479926086467584951,238691671050712404969938597950469178295,1º,+55 31 0247 8018,João Gabriel Dias
239094940337977785077935999082591159223,239091771449161702047758665186076263351,1º,11 5971-1992,Danilo Freitas
240013198782154396980627014430824334263,240006064365348149989263870609370383287,2º,(084) 4351-3246,Danilo Souza
240568584081514939242692309958439207863,240565416381121293925953400283657929655,1º,+55 (051) 7368 5710,Ana Carolina Moura
241154894747234161851547492029514908599,241151710646610876080023548262172853175,1º,0300 059 9899,Breno Mendes
241671448343442400308294953218236220343,241668271611038228364446528560118891447,2º,(081) 9776 8844,Camila Almeida
242115119081443979340700120094637032375,242111960333832698134847321971741688759,2º,0500-481-3232,Dra. Joana Melo
242790142471468373897828202315308598199,242786986021473805604420437431193699255,1º,0500-921-9472,Gustavo Pinto
243219559587664661691357129862493242295,243216408287500656829677129432612209591,1º,+55 81 5746 2643,Sr. João Pedro Castro
243759898270541307446968300933879169975,243755933217920118572978834911965479863,3º,+55 (041) 1008 4453,Thomas da Rosa
244506222966192251678436527880653767607,244503054790429631276245574733523059639,3º,(021) 1865-4330,Sarah Caldeira
244938018274142730148555235058262475703,244934860001900424026049329056897565623,3º,51 3839 3464,Cecília Rocha
245628888564320577799535975072534889399,245625718328625732024730477337375933367,2º,21 5758-5054,Cauã Castro
246071772645896552704913255879835648951,246068615086707709211296139403189289911,3º,84 2745-3202,Marcos Vinicius Rocha
246758680497982574455756827775237096375,246754720119822973922875483637776909239,1º,0900-677-4486,Noah Rodrigues
247413110190952798794922226030049756087,247409936944587777480263463908889854903,3º,(081) 1957-7406,Gabriela Gonçalves
247777556807076401719266455857123296183,247773594765125388387422023481588712375,1º,+55 (071) 4909 5046,Pietro Melo
248084960809981147121171909715226264503,248081791525024251518986651857771037623,3º,+55 71 4013-5444,Miguel Santos
248695020592782995547342106658347418551,248691848534840411948867838631710294967,3º,+55 11 3058 5289,Isabelly Cunha
248999254835361870262472698515287180215,248994500353329389261692935042482045879,1º,+55 (084) 9117-6930,Isabel da Costa
249423124554075234297345324208741417911,249419162115983408398000508149310948279,3º,+55 (021) 2028-6288,Vitória Pires
249874725001178378507830872643498935223,249871562371387134103741886252678644663,1º,31 1761-4301,Cauã Moreira
250281166108701854675140837696170361783,250277994843040896214816760551740539831,3º,+55 (071) 7577-7095,Thiago Jesus
251077408270460423609324769585664361399,251074238985503528009499397932951274423,2º,81 8298-8583,Luiz Henrique Oliveira
251726286446083273450210350971882832823,251722326622520810518784058831457747895,2º,+55 84 9227-8898,Pedro Miguel Caldeira
252177095086930250101814429568716768183,252172343457111619613198050725422433207,3º,+55 84 5360-1976,Sra. Isis Ferreira
252699223493565642256021515325814342583,252695250676584526983377115798636331959,1º,+55 61 4037-2670,Fernando Rezende
253310850964019160429317306282494133175,253306888605155497042934161624390697911,2º,+55 (061) 7036-7995,Paulo Nogueira
253743436097521743598189761825614332855,253741059331874478184520390544107766711,3º,71 5967-4170,Dr. Leonardo da Paz
254225142691783170656051866419283100599,254221973644510762599633404471407805367,2º,(021) 3933 9725,Srta. Laís Teixeira
254717152591666927736673235380077855671,254713189440521639206972019267359474615,3º,(011) 2118 0184,Maysa Rocha
255224210930282319153855113280929137591,255220251265176181250861794835510330295,2º,+55 (031) 2696 1830,João Miguel Nascimento
255942814246466659896562272646755255223,255939641633926938695218259390135272375,2º,(071) 5379 2051,Lara Castro
256717661318307226831975508127863014327,256715284552659961418073357040616735671,3º,+55 31 0065-9513,João Pedro Mendes
257410924695133817838761137864047854519,257406946411409489083864657717914502071,3º,+55 51 3100 7547,Lavínia Ribeiro
258007495645583125217959615202192524215,258004327311364179788386152973139706807,3º,(081) 2661 7648,Sr. Pedro Miguel da Costa
258726895917854196944289236988264186807,258723718630852887400308129773698417591,1º,0500 697 0630,Eduardo Alves
259378939892394791757003418441538077623,259373390434979642629689547222377825207,2º,41 6016-6333,Luiz Otávio Porto
259851927031230711453641462568536245175,259847965226964185666932196254842880951,1º,+55 (051) 9600-2280,Luiz Henrique Monteiro
260439023640322075566507309198177731511,260435839222786139738768469661954868151,2º,+55 21 0802 3696,Pedro Lucas Viana
260912000241812380866387303425829503927,260908831511452622862938049290384442295,1º,(084) 7335 9364,Levi Viana
261574349661135693580922226899616531383,261562471220414417474466084046965572535,1º,84 6362 9952,Sra. Letícia Rocha
262177274630990482450039343387590788023,262173311955214169002479180596174390199,1º,71 3019 8311,Miguel Moura
263017093945923309572900852703735055287,263011550430620349007853290500806411191,1º,+55 61 7434-5223,Marcos Vinicius Novaes
263696873560999760444780344067253076919,263692116226753428929347831270908101559,2º,+55 51 4141 8280,Emanuel Azevedo
264475683229388478310253286938990871479,264470138604891242548914504819343098807,2º,+55 (031) 1190-1060,Sr. Igor Oliveira
265005720111977881816009268139896603575,265001760922240718997299872013478003639,2º,+55 (061) 6592 8632,Marina da Mota
265797208187844782319267795470712570807,265794038902887886717021457543311131575,1º,+55 (051) 1986-5496,Sra. Maria Luiza da Mata
266258322431930801904760276157330621367,266253563830033870162483218749698868151,1º,(071) 1175-5328,Rebeca das Neves
266621993721256040240963790967639638967,266619597782393446370592846215014253495,1º,41 5552-3818,Alexandre Costa
267322358397516947275056701353209627575,267318387323555407317348843716237067191,1º,71 3204 3654,Bryan Azevedo
267636094552854320223276586967989748663,267633735138174645434185354990665860023,1º,61 6919-3409,Fernando Castro
268056005715655821554586123073021543351,268052835796873625841301042942762550199,1º,+55 31 5282-8326,Dr. João Gabriel Moura
268764303666285606904310321935873737655,268761927455235479087991816015984198583,1º,81 0361 0981,Pedro Miguel Costa
269440910985734986635184022745486984119,269436951399857011246189610990573978551,1º,21 4321-5348,Isaac Rezende
270147627066872012181740113200970728375,270144458019599604124715354153260680119,1º,+55 (081) 1087 7324,Carlos Eduardo Souza
270676871905520760585761657613281657783,270673701590597752297593386634982982583,1º,(071) 5113 6343,João Guilherme Caldeira
271015175604859531710554751343339504567,271012006795271611192242743813863637943,1º,+55 (081) 2860 3022,Sra. Beatriz Lima
271748036108116476832818777223353074615,271744867456984881342048030662664127415,1º,(081) 9727-9330,Otávio da Conceição
272542696558838610994333600729541116855,272539528858444965677650423100148548535,3º,41 6118-5316,Luana Pinto
273181274281052981326479629849551176631,273177312080645642964982311229946332087,1º,(081) 3962-9359,Elisa Melo
273624951674220211560345820064186106807,273621786905268579270238420495598093239,1º,0900 148 4948,Ana Luiza Pinto
273916510757675566724438476514331460535,273914134071256463819146675163442185143,3º,81 6208-9219,Ana Vitória Porto
274425949585661861728259533757602857911,274421194707488568152581379788015666103,1º,+55 (061) 1493-6033,Isabelly das Neves
274984506546824175019969588787931251639,274979752064791694020399041815075095479,1º,+55 (084) 5967-9919,João Miguel Lopes
275582680362229308483666910916578116535,275579522169215164878505523178901865399,1º,(041) 8081-4639,Heloísa Gonçalves
276252157384736891967141327060479509431,276248988495920808936098457610579346359,3º,31 9927 5192,Srta. Lorena Novaes
276635621136708793758976717162870473655,276632456288528998955995184910712439735,1º,+55 51 5267 8120,Enzo Gabriel Silveira
277194973865535400327991845827513680823,277191803867525042095961627949453804471,3º,+55 (084) 5403 0940,Dra. Beatriz Lima
277781261238174843738356552416771703735,277776506360001550166409067788507546551,2º,(021) 9736-7882,Maria Eduarda Ferreira
278537099810036825859553446046105600951,278532344773407207259674857606310265783,1º,0300 232 6638,Dr. Lucas Gabriel Ramos
279150323807193168979175138913696351159,279147154680692598404040531140621370295,1º,+55 (051) 5186-9403,Eduarda Lopes
279475966766933998144115897494359245751,279471989671632107102347937620601078711,2º,31 4990-6123,Enzo Gabriel Freitas
279889527000228356048393186378573415351,279886352803125384559451793167256650679,3º,+55 81 4643-9180,Caroline Pereira
280312601743559051951111774940667577271,280310228067810124593394378061929251767,2º,0800 821 0756,Ana Laura Cunha
280961480790691689450932815588093068215,280957517322633750863747814511482241975,1º,+55 41 5956 0486,Gabrielly Moreira
281730784743370108396740689018059228087,281727616013010350394434504763036140471,2º,+55 (071) 5173-9778,Ana Lívia Pires
282351936944292928915434622602413605815,282347973159322340272133804948724122551,3º,0900-999-4600,Kamilly Barros
283069745918919901641759207298150171575,283065778727138324884200160395851465655,1º,0900-345-3757,Fernanda da Mota
283885790526073610836291098553195168695,283881828484122597503808843880434238391,1º,(051) 7027 8642,André Mendes
284821475204595235175321670983354680247,284818306395007314661435575987677168567,2º,+55 (041) 2784 9989,Dr. Kevin da Rosa
285577313697229054786360383979399676855,285573348723836028426471718589561045943,3º,+55 (084) 4505 0912,Breno Rodrigues
285954438087005540234803058006823273399,285952072967898164412279904223841485751,2º,+55 81 1322-1387,Gabriela Lopes
286478928047480995064934377501613097911,286476550648008429534528647538671879095,3º,81 6214-6449,Rafaela Carvalho
287134147169862511532261700768828228535,287123845052662619229873307824842605495,3º,+55 (031) 0963 1305,Augusto Cardoso
287912968405562956484179354404314678199,287908995905494491270461580571647935415,1º,+55 51 3258 5753,Valentina Moraes
288508756581766622934431604179070092215,288503209105055536661427648138689381303,3º,+55 (084) 5409 6084,Davi Lucas Caldeira
288977783817811917182983103570338120631,288975407052164651771165837635587670967,3º,+55 31 5976 7219,Danilo Ferreira
